symbol,GSM1308942_BMGMdbdb.TMM.data.txt.gz,GSM1308941_BMGMdb.TMM.data.txt.gz,GSM1308940_BMMCdbdb.TMM.data.txt.gz,GSM1308939_BMMCdb.TMM.data.txt.gz
Secisbp2l,2337.7,2382.2,3476.7,3492.6
Sectm1a,0.0,3.4,1.7,2.8
Sectm1b,0.0,0.0,2.6,8.6
Seh1l,2105.3,2109.7,1808.0,1607.5
Sel1l,14592.1,14568.1,7351.5,7156.5
Sel1l2,0.0,0.0,0.0,2.8
Sel1l3,76.4,85.2,379.9,273.9
Sele,1.1,0.0,1.7,8.6
Selenbp1,895.1,981.4,754.6,924.5
Selenbp2,145.2,132.4,210.0,128.4
Selk,1180.2,1245.0,960.2,1043.4
Sell,99.0,103.2,283.2,279.6
Selm,180.7,210.9,460.9,488.9
Selp,30.1,46.0,37.5,31.4
Selplg,6302.0,6031.8,3054.1,3920.7
Sema3a,1.1,1.1,66.2,22.8
Sema3b,0.0,6.7,19.2,6.7
Sema3c,0.0,3.4,22.6,5.7
Sema3d,2.2,0.0,13.9,18.1
Sema3e,5.4,4.5,5.2,0.9
Sema3f,1.1,1.1,13.1,20.0
Sema3g,0.0,0.0,4.3,3.8
Sema4a,2854.1,3042.8,469.6,597.3
Sema4b,1455.6,1451.3,687.5,770.4
Sema4c,143.1,118.9,289.3,215.9
Sema4d,10529.9,11029.6,6390.4,7970.7
Sema4f,2.2,0.0,8.7,13.3
Sema4g,15.1,6.7,24.4,21.9
Sema5a,1.1,2.3,50.5,29.5
Sema5b,3.2,0.0,0.9,8.6
Sema6a,0.0,1.1,6.1,16.2
Sema6b,525.0,521.5,386.0,476.5
Sema6c,4.3,5.6,18.3,8.6
Sema6d,387.3,402.7,1031.7,1058.6
Sema7a,10.8,24.7,778.1,366.2
Senp1,754.1,666.2,930.6,967.3
Senp2,3096.1,3009.2,2333.5,2217.1
Senp3,1336.1,1173.2,1034.3,1050.1
Senp5,2848.7,2731.0,2356.1,2077.3
Senp6,845.6,864.7,975.9,844.6
Senp7,813.3,712.2,1093.5,1031.0
Senp8,188.3,179.5,297.1,272.0
Sephs1,1167.2,1219.2,1158.9,1083.4
Sephs2,3652.3,3785.3,2214.9,1905.2
Sepn1,764.9,842.3,1037.8,1151.8
Sepp1,14241.4,14007.3,148240.3,141264.8
Sepsecs,345.3,356.7,339.8,337.7
Sepw1,775.7,1054.3,1128.4,1263.1
Sepx1,8186.8,8377.0,2307.3,2276.1
Serac1,1200.6,1159.7,670.1,709.6
Serbp1,6100.8,6447.9,7020.4,6357.5
Serf1,146.3,145.8,92.4,46.6
Serf2,5873.9,6073.3,4406.4,4322.1
Sergef,236.7,319.7,230.0,232.1
Serhl,1103.8,1155.2,682.3,697.2
Serinc1,11734.8,11912.2,9001.9,8717.3
Serinc2,0.0,3.4,6.1,2.8
Serinc3,18173.4,17381.0,61080.4,63581.0
Serinc4,1121.0,1181.0,1161.5,962.6
Serinc5,933.8,890.5,1547.5,1664.5
Serp1,14534.0,14466.1,16972.1,16737.5
Serp2,0.0,1.1,5.2,0.9
Serpina10,2.2,0.0,0.0,0.0
Serpina11,2.2,0.0,1.7,1.9
Serpina12,2.2,0.0,0.9,5.7
Serpina1a,0.0,2.3,1.7,1.9
Serpina1b,0.0,0.0,0.9,1.9
Serpina1c,0.0,2.3,0.0,1.9
Serpina1d,0.0,0.0,0.0,4.8
Serpina1e,1.1,0.0,0.0,4.8
Serpina1f,0.0,0.0,1.7,3.8
Serpina3a,0.0,0.0,0.9,5.7
Serpina3b,2.2,0.0,2.6,1.9
Serpina3c,3.2,1.1,2.6,13.3
Serpina3f,4.3,0.0,20.0,16.2
Serpina3g,28.0,44.9,43.6,38.0
Serpina3h,3.2,0.0,0.0,7.6
Serpina3i,1.1,0.0,4.3,3.8
Serpina3j,0.0,0.0,0.0,1.9
Serpina3k,0.0,0.0,0.0,1.9
Serpina3m,0.0,0.0,0.0,0.9
Serpina3n,2.2,2.3,3.5,2.8
Serpina4-ps1,0.0,0.0,0.0,3.8
Serpina5,0.0,0.0,0.9,5.7
Serpina6,0.0,0.0,0.0,4.8
Serpina7,0.0,0.0,0.9,0.0
Serpina9,0.0,0.0,0.0,0.9
Serpinb10-ps,50.6,20.2,48.8,36.1
Serpinb11,0.0,0.0,1.7,3.8
Serpinb12,22.6,14.6,12.2,1.9
Serpinb13,0.0,0.0,1.7,0.9
Serpinb1a,211.9,215.4,132.4,138.9
Serpinb1b,3.2,11.2,14.8,11.4
Serpinb1c,8.6,11.2,6.1,12.4
Serpinb2,37.7,47.1,611.7,236.8
Serpinb3a,0.0,0.0,0.0,0.0
Serpinb3b,0.0,0.0,1.7,0.0
Serpinb3c,0.0,0.0,0.0,0.9
Serpinb3d,0.0,0.0,0.9,0.0
Serpinb5,0.0,4.5,6.1,1.9
Serpinb6a,8010.4,8301.9,13077.1,13200.1
Serpinb6b,39.8,30.3,89.7,85.6
Serpinb6c,8.6,5.6,7.8,9.5
Serpinb6d,0.0,0.0,0.0,0.9
Serpinb6e,0.0,0.0,0.0,0.9
Serpinb7,0.0,1.1,0.9,0.0
Serpinb8,783.2,790.7,1101.4,989.2
Serpinb9,238.8,252.4,387.7,307.2
Serpinb9b,96.8,103.2,13.9,13.3
Serpinb9c,0.0,0.0,2.6,3.8
Serpinb9d,0.0,0.0,1.7,0.9
Serpinb9e,0.0,0.0,0.9,0.0
Serpinb9f,0.0,0.0,0.0,0.0
Serpinb9g,0.0,0.0,0.9,3.8
Serpinc1,6.5,13.5,7.0,17.1
Serpind1,20.4,22.4,16.5,17.1
Serpine1,59.2,80.8,17223.9,7469.4
Serpine2,28.0,28.0,934.9,268.2
Serpine3,22.6,11.2,37.5,20.0
Serpinf1,7.5,7.9,836.5,273.0
Serpinf2,2.2,6.7,2.6,9.5
Serping1,0.0,0.0,100.2,35.2
Serpinh1,6.5,0.0,4608.5,1767.2
Serpini1,166.8,173.9,11.3,24.7
Serpini2,0.0,0.0,0.0,0.0
Sertad1,388.4,376.9,355.5,375.7
Sertad2,2614.2,2485.4,1846.4,1769.1
Sertad3,429.2,321.9,403.4,391.9
Sertad4,3.2,0.0,126.3,39.0
Sesn1,712.2,784.0,6158.7,6633.4
Sesn2,250.7,260.2,345.9,318.6
Sesn3,71.0,46.0,161.2,138.9
Sestd1,2211.8,2414.8,1961.4,1923.2
Set,1982.7,2329.5,2625.4,2253.3
Setbp1,4.3,7.9,200.4,75.1
Setd1a,174.3,200.8,178.6,219.7
Setd2,3848.1,3912.1,5304.7,4759.6
Setd3,2253.8,2220.7,1727.9,1809.1
Setd4,46.3,69.5,56.6,61.8
Setd5,2532.4,2781.5,2020.6,2135.3
Setd6,228.1,252.4,187.3,159.8
Setd7,3529.7,3491.5,2218.4,2249.5
Setd8,3087.5,3115.7,829.5,782.8
Setdb1,2408.7,2454.0,2617.5,2551.9
Setdb2,589.5,567.5,582.9,658.2
Setmar,120.5,126.7,102.8,113.2
Setx,5383.3,5198.5,5069.5,4562.7
Sez6,4.3,0.0,4.3,9.5
Sez6l,4.3,3.4,5.2,11.4
Sez6l2,3.2,6.7,12.2,22.8
Sf1,1995.6,1933.6,2072.0,2336.0
Sf3a1,1192.0,1227.0,1382.8,1375.4
Sf3a2,526.1,639.3,630.8,682.0
Sf3a3,982.2,955.6,1133.6,1019.6
Sf3b1,11938.1,12303.7,13125.9,12737.9
Sf3b2,5045.5,4932.7,4627.7,4633.1
Sf3b3,2404.4,2653.7,2655.0,2602.4
Sf3b4,747.7,793.0,789.4,824.6
Sf3b5,768.1,669.6,709.3,749.5
Sfi1,880.0,836.7,1076.1,1192.7
Sfmbt1,701.4,722.3,1348.8,1381.1
Sfmbt2,378.7,347.7,48.8,47.6
Sfn,25.8,48.2,34.8,51.4
Sfpi1,7353.1,6888.7,6424.4,7069.0
Sfpq,1924.6,2092.9,2465.9,2293.2
Sfr1,2276.4,2145.6,2296.0,2197.2
Sfrp1,0.0,0.0,48.8,16.2
Sfrp2,4.3,0.0,41.8,20.9
Sfrp4,0.0,0.0,84.5,23.8
Sfrp5,26.9,25.8,7.0,19.0
Sfrs18,1669.6,1542.2,2215.8,2429.2
Sfswap,1051.1,947.7,1113.6,1256.5
Sft2d1,569.1,478.9,588.1,709.6
Sft2d2,4984.2,5151.4,6574.3,6956.8
Sft2d3,271.1,274.8,261.4,259.7
Sfta2,0.0,0.0,0.0,0.0
Sftpa1,0.0,0.0,0.0,4.8
Sftpb,3.2,7.9,0.0,7.6
Sftpc,0.0,0.0,1.7,0.0
Sftpd,0.0,0.0,2.6,1.9
Sfxn1,1375.9,1396.4,795.5,623.0
Sfxn2,205.5,231.1,231.8,190.2
Sfxn3,1614.8,1741.8,972.4,959.7
Sfxn4,26.9,28.0,98.5,71.3
Sfxn5,182.9,258.0,808.6,824.6
Sgca,0.0,0.0,1.7,1.9
Sgcb,427.1,390.3,992.5,931.2
Sgcd,0.0,0.0,93.2,23.8
Sgce,5.4,7.9,93.2,33.3
Sgcg,2.2,0.0,7.0,11.4
Sgcz,0.0,0.0,0.0,3.8
Sgip1,0.0,2.3,8.7,13.3
Sgk1,31019.5,31485.9,2443.2,2424.5
Sgk2,2.2,1.1,3.5,0.9
Sgk3,2302.2,2261.1,2817.9,2685.1
Sgms1,2382.9,2202.8,1429.0,1333.5
Sgms2,1052.1,1016.2,517.6,233.0
Sgol1,80.7,81.9,118.5,116.0
Sgol2,230.2,256.9,321.5,234.9
Sgpl1,25846.0,25998.1,19899.8,20747.6
Sgpp1,1754.6,1814.7,3418.3,3442.2
Sgpp2,57.0,47.1,38.3,32.3
Sgsh,659.5,628.1,3122.0,3725.7
Sgsm1,40.9,78.5,10.4,14.3
Sgsm2,319.5,306.2,252.7,273.9
Sgsm3,734.8,828.9,257.0,313.9
Sgta,2324.8,2216.2,1968.4,1992.7
Sgtb,77.5,83.0,126.3,102.7
Sh2b1,679.9,768.3,782.5,786.6
Sh2b2,516.4,524.9,367.7,461.3
Sh2b3,772.4,810.9,1694.8,1906.1
Sh2d1a,0.0,0.0,0.0,0.0
Sh2d1b1,1501.8,1542.2,240.5,293.0
Sh2d1b2,47.3,49.4,7.8,9.5
Sh2d2a,6.5,0.0,8.7,8.6
Sh2d3c,1060.7,971.3,473.1,668.7
Sh2d4a,2.2,0.0,1.7,7.6
Sh2d4b,15.1,4.5,13.1,11.4
Sh2d5,4.3,5.6,14.8,26.6
Sh2d7,19.4,15.7,9.6,32.3
Sh3bgr,0.0,2.3,7.8,4.8
Sh3bgrl,15383.9,15598.9,10903.1,9351.8
Sh3bgrl2,2632.5,2458.5,465.3,518.4
Sh3bgrl3,12064.0,11949.3,6859.2,9033.1
Sh3bp1,603.5,552.9,1410.7,1778.7
Sh3bp2,3602.8,3636.2,2716.0,3136.0
Sh3bp4,205.5,205.3,589.0,431.8
Sh3bp5,488.4,450.9,3047.1,3102.7
Sh3bp5l,1016.6,917.5,839.1,780.9
Sh3d19,406.7,376.9,358.1,305.3
Sh3gl1,1698.7,1554.5,3128.1,3208.2
Sh3gl2,1.1,0.0,0.0,5.7
Sh3gl3,0.0,0.0,8.7,3.8
Sh3glb1,1757.9,2087.3,1811.5,1779.6
Sh3glb2,842.4,817.6,638.7,705.8
Sh3kbp1,6401.0,5962.3,6438.4,6170.1
Sh3pxd2a,148.5,169.4,2616.6,2369.3
Sh3pxd2b,14024.1,14093.7,6173.5,6653.3
Sh3rf1,129.1,126.7,334.6,267.3
Sh3rf2,0.0,2.3,0.9,9.5
Sh3rf3,0.0,0.0,18.3,32.3
Sh3tc1,1725.6,1739.6,814.7,1017.7
Sh3tc2,0.0,0.0,1.7,6.7
Sh3yl1,55.9,63.9,27.0,14.3
Shank1,5.4,2.3,13.9,2.8
Shank2,1.1,0.0,16.5,10.5
Shank3,2.2,2.3,13.1,11.4
Sharpin,1156.5,1006.1,1036.0,1168.0
Shb,134.5,120.0,132.4,171.2
Shbg,2.2,0.0,0.0,0.9
Shc1,2652.9,2482.1,1747.0,1710.2
Shc2,37.7,48.2,29.6,28.5
Shc3,1.1,0.0,1.7,0.9
Shc4,10.8,2.3,31.4,13.3
Shcbp1,68.9,59.5,88.9,79.9
Shd,2.2,0.0,4.3,3.8
She,2.2,0.0,19.2,25.7
Shf,4.3,24.7,47.0,37.1
Shfm1,3472.7,3485.9,2491.2,2576.7
Shh,0.0,0.0,1.7,3.8
Shisa2,0.0,0.0,4.3,1.9
Shisa3,2.2,4.5,13.9,27.6
Shisa4,0.0,4.5,54.0,9.5
Shisa5,10759.0,10319.6,7133.7,8962.7
Shisa6,0.0,0.0,1.7,3.8
Shisa7,0.0,0.0,1.7,13.3
Shisa9,4.3,2.3,74.9,95.1
Shkbp1,1190.9,1087.9,1009.9,1155.7
Shmt1,103.3,92.0,124.6,123.6
Shmt2,785.3,734.6,770.3,621.1
Shoc2,2587.3,2480.9,2640.2,2487.3
Shox2,2.2,0.0,123.7,55.2
Shpk,172.1,249.0,142.9,195.9
Shprh,983.3,1016.2,1358.4,1274.5
Shq1,336.7,311.8,149.9,148.4
Shroom1,4.3,4.5,9.6,13.3
Shroom2,2.2,0.0,13.9,3.8
Shroom3,3.2,14.6,17.4,11.4
Shroom4,25.8,15.7,11.3,11.4
Siae,2201.1,2301.5,1960.5,1933.7
Siah1a,399.1,354.4,494.9,448.9
Siah1b,51.6,50.5,80.2,95.1
Siah2,412.0,335.4,273.6,274.9
Siah3,0.0,0.0,0.0,0.0
Sidt1,2.2,1.1,0.9,2.8
Sidt2,8489.1,8599.1,4202.5,4706.3
Sigirr,135.6,120.0,29.6,39.9
Siglec1,4409.7,4360.7,19562.6,27020.4
Siglec15,1.1,0.0,0.0,0.0
Siglec5,1308.2,1305.5,34.0,19.0
Siglece,29.1,41.5,530.6,459.4
Siglecg,34.4,57.2,74.9,26.6
Siglech,9.7,6.7,298.9,342.4
Sigmar1,1267.3,1311.1,779.0,799.0
Sik1,20.4,33.7,336.3,229.2
Sik2,1345.8,1390.8,968.1,933.1
Sik3,476.6,491.3,508.9,604.0
Sike1,1003.7,1113.7,1077.8,956.9
Sil1,1138.2,1135.0,812.1,860.8
Sim1,4.3,0.0,0.9,11.4
Sim2,3.2,0.0,3.5,6.7
Sin3a,2354.9,2234.2,2584.4,2754.5
Sin3b,2467.9,2593.1,2358.7,2632.8
Sip1,125.9,98.7,106.3,86.6
Sipa1,2134.4,2115.3,3286.7,4127.1
Sipa1l1,265.7,282.6,1152.8,1192.7
Sipa1l2,612.1,696.5,1617.2,1680.7
Sipa1l3,239.9,247.9,204.8,243.5
Sirpa,41248.2,41446.6,45365.7,51192.2
Sirpb1a,645.5,522.7,138.5,110.3
Sirpb1b,1590.0,1563.5,261.4,298.7
Sirt1,1255.5,1274.1,1027.3,861.7
Sirt2,4967.0,4644.4,3763.3,3925.4
Sirt3,302.3,336.5,230.9,306.3
Sirt4,143.1,158.2,128.9,140.8
Sirt5,81.8,62.8,100.2,84.6
Sirt6,298.0,275.9,187.3,264.4
Sirt7,1799.8,1596.0,1625.9,1958.4
Sis,0.0,0.0,0.0,0.9
Sit1,0.0,1.1,0.9,0.0
Siva1,249.6,260.2,228.3,242.5
Six1,93.6,90.9,103.7,47.6
Six2,0.0,0.0,8.7,7.6
Six3,0.0,0.0,2.6,5.7
Six3os1,0.0,3.4,2.6,8.6
Six4,0.0,7.9,99.3,42.8
Six5,5.4,9.0,80.2,56.1
Six6,0.0,2.3,0.9,3.8
Ska1,19.4,22.4,27.0,18.1
Skap1,2.2,0.0,7.8,7.6
Skap2,5854.5,5810.9,4644.3,5082.0
Ski,5183.2,5195.1,4671.3,4815.7
Skil,5111.1,5448.6,6154.3,6002.7
Skint1,0.0,0.0,0.0,0.0
Skint10,0.0,0.0,1.7,0.0
Skint11,0.0,0.0,0.0,0.0
Skint2,0.0,0.0,0.0,0.0
Skint3,0.0,0.0,0.0,0.0
Skint4,0.0,0.0,0.0,0.0
Skint5,0.0,0.0,0.0,0.0
Skint6,0.0,0.0,0.0,0.0
Skint7,0.0,0.0,0.0,2.8
Skint8,0.0,0.0,0.9,0.9
Skint9,0.0,0.0,0.0,0.0
Skiv2l,2480.8,2526.9,2105.2,2473.0
Skiv2l2,1524.4,1445.7,1501.3,1385.8
Skor1,5.4,3.4,2.6,4.8
Skor2,0.0,0.0,0.0,5.7
Skp1a,2338.8,2557.2,2697.7,2227.6
Skp2,163.5,203.0,291.0,266.3
Sla,3265.0,3308.7,1409.8,1485.7
Sla2,1656.7,1555.6,1362.8,1364.9
Slain1,6.5,6.7,11.3,12.4
Slain2,2420.5,2411.4,1749.7,1606.5
Slamf1,6.5,2.3,26.1,14.3
Slamf6,137.7,143.6,69.7,36.1
Slamf7,12365.2,12511.2,3501.9,4294.5
Slamf8,433.6,323.0,211.7,228.3
Slamf9,475.5,504.7,440.9,417.6
Slbp,994.0,941.0,775.5,739.0
Slc10a1,86.1,103.2,127.2,120.8
Slc10a2,0.0,0.0,0.9,0.0
Slc10a3,970.4,813.2,689.2,608.7
Slc10a4,0.0,0.0,0.0,3.8
Slc10a5,0.0,4.5,7.0,3.8
Slc10a6,1.1,0.0,2.6,1.9
Slc10a7,840.2,872.6,901.0,982.5
Slc11a1,4519.4,4416.8,10980.7,11989.3
Slc11a2,2053.7,2124.3,1801.9,1834.8
Slc12a1,0.0,0.0,3.5,2.8
Slc12a2,345.3,311.8,563.7,451.8
Slc12a3,0.0,3.4,3.5,9.5
Slc12a4,1615.9,1704.8,1656.4,1414.4
Slc12a5,15.1,6.7,13.9,34.2
Slc12a6,6473.1,6379.5,7863.9,8572.8
Slc12a7,1482.5,1391.9,3129.0,3311.0
Slc12a8,0.0,2.3,1.7,9.5
Slc12a9,483.0,520.4,1241.7,1602.7
Slc13a1,1.1,1.1,0.9,2.8
Slc13a2,1.1,13.5,25.3,48.5
Slc13a3,11.8,4.5,540.2,459.4
Slc13a4,8.6,5.6,11.3,11.4
Slc13a5,0.0,2.3,157.7,36.1
Slc14a1,11.8,0.0,255.3,219.7
Slc14a2,0.0,1.1,3.5,4.8
Slc15a1,1.1,0.0,0.9,3.8
Slc15a2,456.1,420.6,386.0,258.7
Slc15a3,9886.6,9639.9,3178.7,4259.3
Slc15a4,3080.0,3042.8,3722.4,4104.2
Slc15a5,0.0,1.1,3.5,4.8
Slc16a1,1185.5,1259.5,564.6,448.0
Slc16a10,1618.0,1589.3,3546.4,3917.8
Slc16a11,16.1,12.3,19.2,35.2
Slc16a12,0.0,1.1,13.9,14.3
Slc16a13,196.9,214.2,231.8,262.5
Slc16a14,22.6,65.1,1.7,4.8
Slc16a2,0.0,0.0,8.7,0.0
Slc16a3,6754.9,6414.3,743.2,720.0
Slc16a4,20.4,13.5,35.7,20.9
Slc16a5,25.8,25.8,34.8,37.1
Slc16a6,230.2,263.6,432.2,389.0
Slc16a7,768.1,717.8,1529.2,1594.1
Slc16a8,3.2,3.4,5.2,5.7
Slc16a9,12.9,19.1,88.9,58.0
Slc17a1,0.0,0.0,0.0,0.0
Slc17a2,0.0,0.0,1.7,3.8
Slc17a3,0.0,2.3,4.3,12.4
Slc17a4,0.0,0.0,1.7,3.8
Slc17a5,3005.8,2897.0,2298.6,2345.5
Slc17a6,0.0,0.0,0.0,2.8
Slc17a7,0.0,5.6,1.7,0.0
Slc17a8,3.2,3.4,7.0,3.8
Slc17a9,247.4,232.2,159.4,148.4
Slc18a1,290.5,278.2,48.8,67.5
Slc18a2,186.1,195.2,203.0,186.4
Slc18a3,0.0,2.3,1.7,10.5
Slc19a1,199.0,213.1,275.3,225.4
Slc19a2,350.7,390.3,424.3,332.9
Slc19a3,0.0,0.0,1.7,0.0
Slc1a1,0.0,0.0,159.4,42.8
Slc1a2,6.5,3.4,10.4,27.6
Slc1a3,30.1,29.2,8.7,16.2
Slc1a4,33.4,19.1,156.8,65.6
Slc1a5,3119.8,2913.9,877.4,841.8
Slc1a6,0.0,0.0,19.2,19.0
Slc1a7,0.0,0.0,1.7,3.8
Slc20a1,1682.6,1803.5,691.0,565.9
Slc20a2,515.3,446.4,698.8,556.4
Slc22a1,0.0,0.0,1.7,3.8
Slc22a12,2.2,0.0,2.6,4.8
Slc22a13,2.2,0.0,2.6,8.6
Slc22a13b,10.8,15.7,8.7,19.0
Slc22a14,0.0,0.0,0.9,5.7
Slc22a15,50.6,59.5,101.9,92.3
Slc22a16,0.0,0.0,3.5,1.9
Slc22a17,20.4,16.8,16.5,15.2
Slc22a18,125.9,107.7,32.2,32.3
Slc22a19,0.0,0.0,0.9,2.8
Slc22a2,0.0,0.0,1.7,6.7
Slc22a20,5.4,5.6,5.2,5.7
Slc22a21,64.6,39.3,123.7,104.6
Slc22a22,0.0,0.0,0.0,0.0
Slc22a23,50.6,71.8,74.1,76.1
Slc22a26,0.0,0.0,1.7,3.8
Slc22a27,0.0,0.0,0.0,1.9
Slc22a28,0.0,0.0,0.0,1.9
Slc22a29,0.0,0.0,0.0,0.0
Slc22a3,0.0,0.0,0.9,7.6
Slc22a30,0.0,0.0,0.0,2.8
Slc22a4,3807.2,3672.0,1300.9,1466.7
Slc22a5,505.6,521.5,528.9,479.4
Slc22a6,0.0,0.0,0.0,5.7
Slc22a7,0.0,2.3,0.0,6.7
Slc22a8,3.2,4.5,0.0,2.8
Slc23a1,47.3,23.6,55.8,59.0
Slc23a2,10596.6,10666.2,6670.1,7558.8
Slc23a3,1.1,4.5,3.5,4.8
Slc24a1,15.1,23.6,27.0,28.5
Slc24a2,2.2,0.0,1.7,4.8
Slc24a3,24.7,21.3,108.9,76.1
Slc24a4,0.0,0.0,1.7,3.8
Slc24a5,107.6,108.8,223.1,186.4
Slc24a6,4912.1,5013.4,2416.2,2940.0
Slc25a1,707.9,725.7,467.9,533.6
Slc25a10,930.6,932.0,1659.0,1826.2
Slc25a11,3049.9,3122.5,2485.1,2688.0
Slc25a12,1082.3,1128.3,1060.4,1033.9
Slc25a13,736.9,685.3,333.7,311.0
Slc25a14,157.1,138.0,118.5,79.9
Slc25a15,415.3,452.0,433.9,308.2
Slc25a16,646.6,680.8,748.5,631.6
Slc25a17,809.0,776.1,910.5,869.4
Slc25a18,73.2,95.3,75.8,96.1
Slc25a19,725.1,715.6,646.5,737.1
Slc25a2,40.9,16.8,22.6,48.5
Slc25a20,518.5,547.3,479.2,546.9
Slc25a21,0.0,0.0,0.9,1.9
Slc25a22,507.8,574.3,528.9,604.0
Slc25a23,129.1,171.6,172.5,203.5
Slc25a24,3345.7,3276.1,1847.2,1433.4
Slc25a25,738.0,849.0,341.6,409.9
Slc25a26,266.8,269.2,190.8,209.3
Slc25a27,2.2,0.0,18.3,15.2
Slc25a28,423.9,416.1,493.2,574.5
Slc25a29,8.6,13.5,20.0,18.1
Slc25a3,9880.1,10456.4,7764.5,7826.1
Slc25a30,703.6,794.1,596.0,704.8
Slc25a31,0.0,1.1,4.3,3.8
Slc25a32,871.4,881.6,481.0,388.1
Slc25a33,241.0,215.4,119.4,107.5
Slc25a34,5.4,15.7,5.2,8.6
Slc25a35,116.2,97.6,80.2,83.7
Slc25a36,1210.3,1174.3,2261.1,1974.6
Slc25a37,575.6,582.1,979.4,1080.5
Slc25a38,365.8,404.9,258.8,253.0
Slc25a39,2868.1,2746.7,2168.8,2096.3
Slc25a4,3688.9,3900.8,3562.9,3020.9
Slc25a40,210.9,226.6,291.9,289.1
Slc25a41,2.2,0.0,0.9,1.9
Slc25a42,135.6,125.6,80.2,81.8
Slc25a43,207.6,237.8,82.8,53.3
Slc25a44,2860.5,2713.1,1042.1,1121.4
Slc25a45,825.1,807.5,1462.1,1615.1
Slc25a46,2039.7,2083.9,1744.4,1735.9
Slc25a47,23.7,19.1,29.6,28.5
Slc25a48,0.0,0.0,0.0,4.8
Slc25a5,10032.9,9967.4,4495.3,3822.7
Slc26a1,99.0,96.5,165.5,211.2
Slc26a10,38.7,28.0,1.7,10.5
Slc26a11,214.1,275.9,1213.8,1351.6
Slc26a2,1529.8,1555.6,1329.7,1432.4
Slc26a3,0.0,0.0,0.9,2.8
Slc26a4,4.3,4.5,3.5,0.9
Slc26a5,0.0,1.1,3.5,4.8
Slc26a6,531.4,590.0,341.6,371.9
Slc26a7,0.0,0.0,4.3,1.9
Slc26a9,4.3,20.2,4.3,6.7
Slc27a1,5215.5,5303.9,2622.7,3273.9
Slc27a2,0.0,1.1,1.7,4.8
Slc27a3,74.2,38.1,34.8,16.2
Slc27a4,2103.2,2007.6,1213.8,1260.3
Slc27a5,0.0,0.0,3.5,6.7
Slc27a6,657.3,681.9,5.2,8.6
Slc28a1,1.1,0.0,3.5,2.8
Slc28a2,82.8,62.8,265.7,232.1
Slc28a3,1.1,6.7,1.7,4.8
Slc29a1,2990.7,3048.4,2953.9,2804.0
Slc29a2,40.9,24.7,31.4,46.6
Slc29a3,3882.6,4343.9,1937.9,2372.2
Slc29a4,0.0,2.3,2.6,5.7
Slc2a1,6427.9,6552.2,854.8,668.7
Slc2a10,2.2,0.0,69.7,33.3
Slc2a12,8.6,7.9,9.6,10.5
Slc2a13,6.5,0.0,113.3,31.4
Slc2a2,0.0,0.0,4.3,6.7
Slc2a3,321.7,384.7,538.5,609.7
Slc2a4,2.2,1.1,0.0,3.8
Slc2a4rg-ps,135.6,152.5,122.0,151.2
Slc2a5,0.0,1.1,0.0,9.5
Slc2a6,2417.3,2528.0,409.5,636.3
Slc2a7,0.0,0.0,1.7,0.9
Slc2a8,431.4,407.1,558.5,658.2
Slc2a9,348.6,259.1,806.0,916.9
Slc30a1,1708.4,1809.1,2414.5,2468.2
Slc30a10,0.0,0.0,6.1,11.4
Slc30a2,0.0,0.0,4.3,3.8
Slc30a3,0.0,0.0,1.7,2.8
Slc30a4,1480.3,1585.9,1393.3,865.5
Slc30a5,2342.0,2482.1,2683.7,2625.2
Slc30a6,380.8,374.6,336.3,315.8
Slc30a7,4707.7,4602.9,2989.6,2971.4
Slc30a8,0.0,0.0,0.9,2.8
Slc30a9,2282.8,2182.6,1636.4,1517.1
Slc31a1,5172.4,5039.2,4127.6,4054.8
Slc31a2,3875.0,3811.1,1595.4,1582.7
Slc32a1,117.3,144.7,8.7,4.8
Slc33a1,1635.2,1574.7,1515.3,1213.7
Slc34a1,0.0,1.1,1.7,2.8
Slc34a2,0.0,0.0,1.7,6.7
Slc34a3,0.0,0.0,1.7,0.0
Slc35a1,733.7,649.4,636.1,583.1
Slc35a2,837.0,801.9,670.9,656.3
Slc35a3,1894.5,1994.2,1758.4,1562.7
Slc35a4,2194.6,2146.7,1901.3,2069.7
Slc35a5,2102.1,2111.9,2427.6,2224.8
Slc35b1,2359.2,2348.6,1055.2,1063.4
Slc35b2,1213.5,1324.6,1589.3,1696.9
Slc35b3,1251.2,1295.4,558.5,582.1
Slc35b4,3051.0,3023.8,2228.0,2199.1
Slc35c1,1609.4,1587.0,877.4,1006.3
Slc35c2,1969.8,2033.4,925.4,1035.8
Slc35d1,97.9,104.3,94.1,80.8
Slc35d2,340.0,251.2,227.4,237.8
Slc35d3,0.0,2.3,13.1,8.6
Slc35e1,3046.7,2981.2,1944.0,1872.8
Slc35e2,503.5,581.0,616.9,669.6
Slc35e3,621.8,588.8,547.2,507.9
Slc35e4,851.0,920.8,484.5,533.6
Slc35f1,2.2,4.5,1.7,6.7
Slc35f2,4.3,0.0,1.7,8.6
Slc35f3,0.0,0.0,1.7,0.0
Slc35f4,3.2,1.1,0.0,0.0
Slc35f5,1843.9,1983.0,2087.7,2123.0
Slc36a1,729.4,749.2,411.3,448.9
Slc36a2,95.8,108.8,5.2,3.8
Slc36a3,17.2,9.0,0.9,2.8
Slc36a4,4575.4,4486.3,1180.7,1062.4
Slc37a1,230.2,244.5,130.7,181.7
Slc37a2,4662.5,4710.6,11404.2,12742.6
